date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:24:30	5660/5660	---M--	200	added ('OK')	text/css	etag:%22a7c5fe4cfe3bd61:0%22	https://www.samartheng.com/assets/css/color_scheme/red.css	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/css/color_scheme/red.css	(from https://www.samartheng.com/)
13:24:31	5664/5664	---M--	200	added ('OK')	text/css	etag:%229c7df4cfe3bd61:0%22	https://www.samartheng.com/assets/css/color_scheme/pink.css	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/css/color_scheme/pink.css	(from https://www.samartheng.com/)
13:24:31	5670/5670	---M--	200	added ('OK')	text/css	etag:%22d213d4dfe3bd61:0%22	https://www.samartheng.com/assets/css/color_scheme/yellow.css	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/css/color_scheme/yellow.css	(from https://www.samartheng.com/)
13:24:32	5680/5680	---M--	200	added ('OK')	text/css	etag:%2237b78e4cfe3bd61:0%22	https://www.samartheng.com/assets/css/color_scheme/darkgreen.css	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/css/color_scheme/darkgreen.css	(from https://www.samartheng.com/)
13:24:33	5668/5668	---M--	200	added ('OK')	text/css	etag:%22c7f1a84cfe3bd61:0%22	https://www.samartheng.com/assets/css/color_scheme/green.css	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/css/color_scheme/green.css	(from https://www.samartheng.com/)
13:24:33	5676/5676	---M--	200	added ('OK')	text/css	etag:%2226ca824cfe3bd61:0%22	https://www.samartheng.com/assets/css/color_scheme/darkblue.css	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/css/color_scheme/darkblue.css	(from https://www.samartheng.com/)
13:24:33	5518/5518	---M--	200	added ('OK')	text/css	etag:%22afa55c4cfe3bd61:0%22	https://www.samartheng.com/assets/css/color_scheme/blue.css	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/css/color_scheme/blue.css	(from https://www.samartheng.com/)
13:24:34	5668/5668	---M--	200	added ('OK')	text/css	etag:%22a5574e4cfe3bd61:0%22	https://www.samartheng.com/assets/css/color_scheme/brown.css	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/css/color_scheme/brown.css	(from https://www.samartheng.com/)
13:24:35	5680/5680	---M--	200	added ('OK')	text/css	etag:%2243fb74cfe3bd61:0%22	https://www.samartheng.com/assets/css/color_scheme/lightgrey.css	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/css/color_scheme/lightgrey.css	(from https://www.samartheng.com/)
13:24:35	103/103	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2017%20Apr%202024%2007:54:34%20GMT	https://www.samartheng.com/assets/plugins/styleswitcher/styleswitcher.css	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/plugins/styleswitcher/styleswitcher.16.delayed	(from https://www.samartheng.com/)
13:24:36	10231/10231	---M--	200	added ('OK')	application/javascript	etag:%225aaea24bfe3bd61:0%22	https://www.samartheng.com/assets/plugins/modernizr.min.js	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/plugins/modernizr.min.js	(from https://www.samartheng.com/)
13:24:37	28335/28335	---M--	200	added ('OK')	text/html	date:Wed,%2017%20Apr%202024%2007:54:35%20GMT	https://www.samartheng.com/Default.aspx	C:/My%20Web%20Sites/samm/www.samartheng.com/Default.html	(from https://www.samartheng.com/)
13:24:37	13237/13237	---M--	200	added ('OK')	image/png	etag:%22e4d63e48fe3bd61:0%22	https://www.samartheng.com/assets/images/logo.png	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/images/logo.png	(from https://www.samartheng.com/)
13:24:38	19076/19076	---M--	200	added ('OK')	text/html	date:Wed,%2017%20Apr%202024%2007:54:36%20GMT	https://www.samartheng.com/about-us.aspx	C:/My%20Web%20Sites/samm/www.samartheng.com/about-us.html	(from https://www.samartheng.com/)
13:24:39	20422/20422	---M--	200	added ('OK')	text/html	date:Wed,%2017%20Apr%202024%2007:54:36%20GMT	https://www.samartheng.com/Capabilities.aspx	C:/My%20Web%20Sites/samm/www.samartheng.com/Capabilities.html	(from https://www.samartheng.com/)
13:24:39	17212/17212	---M--	200	added ('OK')	text/html	date:Wed,%2017%20Apr%202024%2007:54:38%20GMT	https://www.samartheng.com/products.aspx	C:/My%20Web%20Sites/samm/www.samartheng.com/products.html	(from https://www.samartheng.com/)
13:24:40	18138/18138	---M--	200	added ('OK')	text/html	date:Wed,%2017%20Apr%202024%2007:54:38%20GMT	https://www.samartheng.com/clients.aspx	C:/My%20Web%20Sites/samm/www.samartheng.com/clients.html	(from https://www.samartheng.com/)
13:24:40	16809/16809	---M--	200	added ('OK')	text/html	date:Wed,%2017%20Apr%202024%2007:54:39%20GMT	https://www.samartheng.com/gallery.aspx	C:/My%20Web%20Sites/samm/www.samartheng.com/gallery.html	(from https://www.samartheng.com/)
13:24:41	24245/24245	---M--	200	added ('OK')	text/html	date:Wed,%2017%20Apr%202024%2007:54:39%20GMT	https://www.samartheng.com/contact-us.aspx	C:/My%20Web%20Sites/samm/www.samartheng.com/contact-us.html	(from https://www.samartheng.com/)
13:24:42	366692/366692	---M--	200	added ('OK')	image/jpeg	etag:%22dde4949fe3bd61:0%22	https://www.samartheng.com/assets/images/sliderbg1.jpg	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/images/sliderbg1.jpg	(from https://www.samartheng.com/)
13:24:42	95700/95700	---M--	200	added ('OK')	image/jpeg	etag:%229abb348fe3bd61:0%22	https://www.samartheng.com/assets/images/slider-1-up.jpg	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/images/slider-1-up.jpg	(from https://www.samartheng.com/)
13:24:43	177247/177247	---M--	200	added ('OK')	image/jpeg	etag:%2252404c49fe3bd61:0%22	https://www.samartheng.com/assets/images/sliderbg2.jpg	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/images/sliderbg2.jpg	(from https://www.samartheng.com/)
13:24:44	42990/42990	---M--	200	added ('OK')	image/jpeg	etag:%22b5bcc648fe3bd61:0%22	https://www.samartheng.com/assets/images/slider-2-up.jpg	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/images/slider-2-up.jpg	(from https://www.samartheng.com/)
13:24:44	28699/28699	---M--	200	added ('OK')	image/jpeg	etag:%224ea64b47fe3bd61:0%22	https://www.samartheng.com/assets/images/CNC-Laser-Cutting-home.jpg	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/images/CNC-Laser-Cutting-home.jpg	(from https://www.samartheng.com/)
13:24:45	29904/29904	---M--	200	added ('OK')	image/jpeg	etag:%2236b79c47fe3bd61:0%22	https://www.samartheng.com/assets/images/CNC-Plasma-Cutting-home.jpg	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/images/CNC-Plasma-Cutting-home.jpg	(from https://www.samartheng.com/)
13:24:46	27895/27895	---M--	200	added ('OK')	image/jpeg	etag:%22eb2d7447fe3bd61:0%22	https://www.samartheng.com/assets/images/CNC-Oxy-Fuel-Cutting-home.jpg	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/images/CNC-Oxy-Fuel-Cutting-home.jpg	(from https://www.samartheng.com/)
13:24:47	45949/45949	---M--	200	added ('OK')	image/png	etag:%22ee4a5448fe3bd61:0%22	https://www.samartheng.com/assets/images/logo_footer.png	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/images/logo_footer.png	(from https://www.samartheng.com/)
13:24:48	85659/85659	---M--	200	added ('OK')	application/javascript	etag:%225d57a84afe3bd61:0%22	https://www.samartheng.com/assets/plugins/jquery-2.2.3.min.js	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/plugins/jquery-2.2.3.min.js	(from https://www.samartheng.com/)
13:24:48	8097/8097	---M--	200	added ('OK')	application/javascript	etag:%22b73e114bfe3bd61:0%22	https://www.samartheng.com/assets/plugins/jquery.easing.1.3.js	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/plugins/jquery.easing.1.3.js	(from https://www.samartheng.com/)
13:24:49	2247/2247	---M--	200	added ('OK')	application/javascript	etag:%22798e04bfe3bd61:0%22	https://www.samartheng.com/assets/plugins/jquery.cookie.js	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/plugins/jquery.cookie.js	(from https://www.samartheng.com/)
13:24:49	4351/4351	---M--	200	added ('OK')	application/javascript	etag:%222fa3d54afe3bd61:0%22	https://www.samartheng.com/assets/plugins/jquery.appear.js	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/plugins/jquery.appear.js	(from https://www.samartheng.com/)
13:24:50	18808/18808	---M--	200	added ('OK')	application/javascript	etag:%2231283c4bfe3bd61:0%22	https://www.samartheng.com/assets/plugins/jquery.isotope.js	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/plugins/jquery.isotope.js	(from https://www.samartheng.com/)
13:24:51	24883/24883	---M--	200	added ('OK')	application/javascript	etag:%225c4d814bfe3bd61:0%22	https://www.samartheng.com/assets/plugins/masonry.js	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/plugins/masonry.js	(from https://www.samartheng.com/)
13:24:51	37045/37045	---M--	200	added ('OK')	application/javascript	etag:%22e4b77256fe3bd61:0%22	https://www.samartheng.com/assets/plugins/bootstrap/js/bootstrap.min.js	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/plugins/bootstrap/js/bootstrap.min.js	(from https://www.samartheng.com/)
13:24:52	21143/21143	---M--	200	added ('OK')	application/javascript	etag:%223c77a753fe3bd61:0%22	https://www.samartheng.com/assets/plugins/magnific-popup/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/plugins/magnific-popup/jquery.magnific-popup.min.js	(from https://www.samartheng.com/)
13:24:53	24308/24308	---M--	200	added ('OK')	application/javascript	etag:%222ce37654fe3bd61:0%22	https://www.samartheng.com/assets/plugins/owl-carousel/owl.carousel.min.js	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/plugins/owl-carousel/owl.carousel.min.js	(from https://www.samartheng.com/)
13:24:53	12636/12636	---M--	200	added ('OK')	application/javascript	etag:%222642d654fe3bd61:0%22	https://www.samartheng.com/assets/plugins/stellar/jquery.stellar.min.js	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/plugins/stellar/jquery.stellar.min.js	(from https://www.samartheng.com/)
13:24:54	24920/24920	---M--	200	added ('OK')	application/javascript	etag:%22bc9d4d58fe3bd61:0%22	https://www.samartheng.com/assets/plugins/knob/js/jquery.knob.js	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/plugins/knob/js/jquery.knob.js	(from https://www.samartheng.com/)
13:24:54	4233/4233	---M--	200	added ('OK')	application/javascript	etag:%22edb6e84afe3bd61:0%22	https://www.samartheng.com/assets/plugins/jquery.backstretch.min.js	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/plugins/jquery.backstretch.min.js	(from https://www.samartheng.com/)
13:24:55	7882/7882	---M--	200	added ('OK')	application/javascript	etag:%22a8523862fe3bd61:0%22	https://www.samartheng.com/assets/plugins/superslides/dist/jquery.superslides.min.js	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/plugins/superslides/dist/jquery.superslides.min.js	(from https://www.samartheng.com/)
13:24:56	103/103	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2017%20Apr%202024%2007:54:53%20GMT	https://www.samartheng.com/assets/plugins/styleswitcher/styleswitcher.js	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/plugins/styleswitcher/styleswitcher.35.delayed	(from https://www.samartheng.com/)
13:24:56	77523/77523	---M--	200	added ('OK')	application/javascript	etag:%229b5b4059fe3bd61:0%22	https://www.samartheng.com/assets/plugins/mediaelement/build/mediaelement-and-player.min.js	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/plugins/mediaelement/build/mediaelement-and-player.min.js	(from https://www.samartheng.com/)
13:24:57	98511/98511	---M--	200	added ('OK')	application/javascript	etag:%2287615c5ffe3bd61:0%22	https://www.samartheng.com/assets/plugins/slider.revolution.v4/js/jquery.themepunch.tools.min.js	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/plugins/slider.revolution.v4/js/jquery.themepunch.tools.min.js	(from https://www.samartheng.com/)
13:24:58	113138/113138	---M--	200	added ('OK')	application/javascript	etag:%227b2945ffe3bd61:0%22	https://www.samartheng.com/assets/plugins/slider.revolution.v4/js/jquery.themepunch.revolution.min.js	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/plugins/slider.revolution.v4/js/jquery.themepunch.revolution.min.js	(from https://www.samartheng.com/)
13:24:58	4908/4908	---M--	200	added ('OK')	application/javascript	etag:%226ab0fc49fe3bd61:0%22	https://www.samartheng.com/assets/js/slider_revolution.js	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/js/slider_revolution.js	(from https://www.samartheng.com/)
13:24:59	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2216766c55fe3bd61:0%22	https://www.samartheng.com/assets/plugins/bootstrap/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/plugins/bootstrap/fonts/glyphicons-halflings-regular.eot	(from https://www.samartheng.com/assets/plugins/bootstrap/css/bootstrap.min.css)
13:25:00	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22221da55fe3bd61:0%22	https://www.samartheng.com/assets/plugins/bootstrap/fonts/glyphicons-halflings-regulard41d.eot?	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/plugins/bootstrap/fonts/glyphicons-halflings-regulard41dd41d.eot	(from https://www.samartheng.com/assets/plugins/bootstrap/css/bootstrap.min.css)
13:25:01	18028/18028	---M--	200	added ('OK')	font/x-woff2	etag:%223bfd755fe3bd61:0%22	https://www.samartheng.com/assets/plugins/bootstrap/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/plugins/bootstrap/fonts/glyphicons-halflings-regular.woff2	(from https://www.samartheng.com/assets/plugins/bootstrap/css/bootstrap.min.css)
13:25:03	23424/23424	---M--	200	added ('OK')	font/x-woff	etag:%22bb73aa55fe3bd61:0%22	https://www.samartheng.com/assets/plugins/bootstrap/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/plugins/bootstrap/fonts/glyphicons-halflings-regular.woff	(from https://www.samartheng.com/assets/plugins/bootstrap/css/bootstrap.min.css)
13:25:03	45404/45404	---M--	200	added ('OK')	application/octet-stream	etag:%22bb73aa55fe3bd61:0%22	https://www.samartheng.com/assets/plugins/bootstrap/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/plugins/bootstrap/fonts/glyphicons-halflings-regular.ttf	(from https://www.samartheng.com/assets/plugins/bootstrap/css/bootstrap.min.css)
13:25:04	108738/108738	---M--	200	added ('OK')	image/svg+xml	etag:%22e6f36e55fe3bd61:0%22	https://www.samartheng.com/assets/plugins/bootstrap/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/plugins/bootstrap/fonts/glyphicons-halflings-regular.svg	(from https://www.samartheng.com/assets/plugins/bootstrap/css/bootstrap.min.css)
13:25:06	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221d56d545fe3bd61:0%22	https://www.samartheng.com/assets/fonts/fontawesome-webfont3e6e.eot?v=4.7.0	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/fonts/fontawesome-webfont3e6e3e6e.eot	(from https://www.samartheng.com/assets/css/font-awesome.css)
13:25:06	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22e3af9146fe3bd61:0%22	https://www.samartheng.com/assets/fonts/fontawesome-webfontd41d.eot?	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/fonts/fontawesome-webfontd41dd41d.eot	(from https://www.samartheng.com/assets/css/font-awesome.css)
13:25:07	77160/77160	---M--	200	added ('OK')	font/x-woff2	etag:%22d8137546fe3bd61:0%22	https://www.samartheng.com/assets/fonts/fontawesome-webfont3e6e.woff2?v=4.7.0	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/fonts/fontawesome-webfont3e6e3e6e.woff2	(from https://www.samartheng.com/assets/css/font-awesome.css)
13:25:08	98024/98024	---M--	200	added ('OK')	font/x-woff	etag:%22b7b25346fe3bd61:0%22	https://www.samartheng.com/assets/fonts/fontawesome-webfont3e6e.woff?v=4.7.0	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/fonts/fontawesome-webfont3e6e3e6e.woff	(from https://www.samartheng.com/assets/css/font-awesome.css)
13:25:10	116/116	---M--	200	added ('OK')	image/png	etag:%227bd24454fe3bd61:0%22	https://www.samartheng.com/assets/plugins/owl-carousel/grabbing.png	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/plugins/owl-carousel/grabbing.png	(from https://www.samartheng.com/assets/plugins/owl-carousel/owl.carousel.css)
13:25:10	165548/165548	---M--	200	added ('OK')	application/octet-stream	etag:%22cd773946fe3bd61:0%22	https://www.samartheng.com/assets/fonts/fontawesome-webfont3e6e.ttf?v=4.7.0	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/fonts/fontawesome-webfont3e6e3e6e.ttf	(from https://www.samartheng.com/assets/css/font-awesome.css)
13:25:10	444379/444379	---M--	200	added ('OK')	image/svg+xml	etag:%22265546fe3bd61:0%22	https://www.samartheng.com/assets/fonts/fontawesome-webfont3e6e.svg?v=4.7.0	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/fonts/fontawesome-webfont3e6e3e6e.svg	(from https://www.samartheng.com/assets/css/font-awesome.css)
13:25:10	1517/1517	---M--	200	added ('OK')	image/gif	etag:%225e843654fe3bd61:0%22	https://www.samartheng.com/assets/plugins/owl-carousel/AjaxLoader.gif	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/plugins/owl-carousel/AjaxLoader.gif	(from https://www.samartheng.com/assets/plugins/owl-carousel/owl.theme.css)
13:25:11	2254/2254	---M--	200	added ('OK')	image/png	etag:%2257b46149fe3bd61:0%22	https://www.samartheng.com/assets/images/slider_pagebullet.png	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/images/slider_pagebullet.png	(from https://www.samartheng.com/assets/css/superslides.css)
13:25:12	42935/42935	---M--	200	added ('OK')	image/png	etag:%225e2b5062fe3bd61:0%22	https://www.samartheng.com/assets/plugins/slider.revolution.v4/images/gradient/g30.png	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/plugins/slider.revolution.v4/images/gradient/g30.png	(from https://www.samartheng.com/assets/plugins/slider.revolution.v4/css/settings.css)
13:25:12	42464/42464	---M--	200	added ('OK')	image/png	etag:%22b008762fe3bd61:0%22	https://www.samartheng.com/assets/plugins/slider.revolution.v4/images/gradient/g40.png	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/plugins/slider.revolution.v4/images/gradient/g40.png	(from https://www.samartheng.com/assets/plugins/slider.revolution.v4/css/settings.css)
13:25:13	4289/4289	---M--	200	added ('OK')	image/png	etag:%227278a75bfe3bd61:0%22	https://www.samartheng.com/assets/plugins/slider.revolution.v4/assets/shadow1.png	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/plugins/slider.revolution.v4/assets/shadow1.png	(from https://www.samartheng.com/assets/plugins/slider.revolution.v4/css/settings.css)
13:25:13	5661/5661	---M--	200	added ('OK')	image/png	etag:%22d577c65bfe3bd61:0%22	https://www.samartheng.com/assets/plugins/slider.revolution.v4/assets/shadow2.png	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/plugins/slider.revolution.v4/assets/shadow2.png	(from https://www.samartheng.com/assets/plugins/slider.revolution.v4/css/settings.css)
13:25:14	6428/6428	---M--	200	added ('OK')	image/png	etag:%22fa9ecd5bfe3bd61:0%22	https://www.samartheng.com/assets/plugins/slider.revolution.v4/assets/shadow3.png	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/plugins/slider.revolution.v4/assets/shadow3.png	(from https://www.samartheng.com/assets/plugins/slider.revolution.v4/css/settings.css)
13:25:15	933/933	---M--	200	added ('OK')	image/png	etag:%227be4ef5afe3bd61:0%22	https://www.samartheng.com/assets/plugins/slider.revolution.v4/assets/gridtile.png	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/plugins/slider.revolution.v4/assets/gridtile.png	(from https://www.samartheng.com/assets/plugins/slider.revolution.v4/css/settings.css)
13:25:15	931/931	---M--	200	added ('OK')	image/png	etag:%22f41c295bfe3bd61:0%22	https://www.samartheng.com/assets/plugins/slider.revolution.v4/assets/gridtile_white.png	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/plugins/slider.revolution.v4/assets/gridtile_white.png	(from https://www.samartheng.com/assets/plugins/slider.revolution.v4/css/settings.css)
13:25:16	938/938	---M--	200	added ('OK')	image/png	etag:%223dd0fb5afe3bd61:0%22	https://www.samartheng.com/assets/plugins/slider.revolution.v4/assets/gridtile_3x3.png	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/plugins/slider.revolution.v4/assets/gridtile_3x3.png	(from https://www.samartheng.com/assets/plugins/slider.revolution.v4/css/settings.css)
13:25:16	935/935	---M--	200	added ('OK')	image/png	etag:%22c4ce1a5bfe3bd61:0%22	https://www.samartheng.com/assets/plugins/slider.revolution.v4/assets/gridtile_3x3_white.png	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/plugins/slider.revolution.v4/assets/gridtile_3x3_white.png	(from https://www.samartheng.com/assets/plugins/slider.revolution.v4/css/settings.css)
13:25:17	2746/2746	---M--	200	added ('OK')	image/png	etag:%22b2636a5afe3bd61:0%22	https://www.samartheng.com/assets/plugins/slider.revolution.v4/assets/boxed_bgtile.png	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/plugins/slider.revolution.v4/assets/boxed_bgtile.png	(from https://www.samartheng.com/assets/plugins/slider.revolution.v4/css/settings.css)
13:25:17	149/149	---M--	200	added ('OK')	image/png	etag:%226455a05bfe3bd61:0%22	https://www.samartheng.com/assets/plugins/slider.revolution.v4/assets/navigdots_bgtile.png	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/plugins/slider.revolution.v4/assets/navigdots_bgtile.png	(from https://www.samartheng.com/assets/plugins/slider.revolution.v4/css/settings.css)
13:25:18	2254/2254	---M--	200	added ('OK')	image/png	etag:%22aa127b5afe3bd61:0%22	https://www.samartheng.com/assets/plugins/slider.revolution.v4/assets/bullet.png	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/plugins/slider.revolution.v4/assets/bullet.png	(from https://www.samartheng.com/assets/plugins/slider.revolution.v4/css/settings.css)
13:25:18	1153/1153	---M--	200	added ('OK')	image/png	etag:%22724b955afe3bd61:0%22	https://www.samartheng.com/assets/plugins/slider.revolution.v4/assets/bullets.png	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/plugins/slider.revolution.v4/assets/bullets.png	(from https://www.samartheng.com/assets/plugins/slider.revolution.v4/css/settings.css)
13:25:19	278/278	---M--	200	added ('OK')	image/png	etag:%228936a15afe3bd61:0%22	https://www.samartheng.com/assets/plugins/slider.revolution.v4/assets/bullets2.png	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/plugins/slider.revolution.v4/assets/bullets2.png	(from https://www.samartheng.com/assets/plugins/slider.revolution.v4/css/settings.css)
13:25:19	924/924	---M--	200	added ('OK')	image/png	etag:%22a796c25afe3bd61:0%22	https://www.samartheng.com/assets/plugins/slider.revolution.v4/assets/bullet_boxed.png	C:/My%20Web%20Sites/samm/www.samartheng.com/assets/plugins/slider.revolution.v4/assets/bullet_boxed.png	(from https://www.samartheng.com/assets/plugins/slider.revolution.v4/css/settings.css)
